"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
145.2772413,64.5676628,48.4257471,0,8.07095785,109.08,48.48,36.36,0,6.06,1100.7,489.2,366.9,0,61.15,590.22,262.32,196.74,0,32.79,14.940303066,6.640134696,4.980101022,0,0.830016837,279.50669694,124.22519864,93.16889898,0,15.52814983,1.09664343,0.48739708,0.36554781,0,0.060924635,69.07603104,30.70045824,23.02534368,0,3.83755728
161.64526498,64.658105992,48.493579494,0,8.082263249,121.2,48.48,36.36,0,6.06,1223,489.2,366.9,0,61.15,655.8,262.32,196.74,0,32.79,16.65004956,6.660019824,4.995014868,0,0.832502478,315.8551214,126.34204856,94.75653642,0,15.79275607,1.29216444,0.516865776,0.387649332,0,0.064608222,75.99837574,30.399350296,22.799512722,0,3.799918787
78.6721546,62.93772368,78.6721546,0,0,118.5,94.8,118.5,0,0,283.5,226.8,283.5,0,0,598,478.4,598,0,0,29.06587208,23.252697664,29.06587208,0,0,175.0433238,140.03465904,175.0433238,0,0,0.30830385,0.24664308,0.30830385,0,0,35.19479627,28.155837016,35.19479627,0,0
31.498996468,62.997992936,47.248494702,0,0,47.4,94.8,71.1,0,0,113.4,226.8,170.1,0,0,239.2,478.4,358.8,0,0,11.705506252,23.411012504,17.558259378,0,0,71.44543372,142.89086744,107.16815058,0,0,0.12223186,0.24446372,0.18334779,0,0,14.028514608,28.057029216,21.042771912,0,0
47.203255668,62.937674224,47.203255668,0,7.867209278,71.1,94.8,71.1,0,11.85,170.1,226.8,170.1,0,28.35,358.8,478.4,358.8,0,59.8,17.506603818,23.342138424,17.506603818,0,2.917767303,107.57706342,143.43608456,107.57706342,0,17.92951057,0.198325932,0.264434576,0.198325932,0,0.033054322,21.245436678,28.327248904,21.245436678,0,3.540906113
63.025072032,78.78134004,47.268804024,0,0,94.8,118.5,71.1,0,0,226.8,283.5,170.1,0,0,478.4,598,358.8,0,0,23.208650392,29.01081299,17.406487794,0,0,143.57159512,179.4644939,107.67869634,0,0,0.25122136,0.3140267,0.18841602,0,0,28.418487248,35.52310906,21.313865436,0,0
126.06470968,63.03235484,78.79044355,0,7.879044355,189.6,94.8,118.5,0,11.85,453.6,226.8,283.5,0,28.35,956.8,478.4,598,0,59.8,46.633956784,23.316978392,29.14622299,0,2.914622299,289.23458608,144.61729304,180.7716163,0,18.07716163,0.52463136,0.26231568,0.3278946,0,0.03278946,56.310497936,28.155248968,35.19406121,0,3.519406121
62.960215336,62.960215336,47.220161502,0,7.870026917,94.8,94.8,71.1,0,11.85,226.8,226.8,170.1,0,28.35,478.4,478.4,358.8,0,59.8,23.383602136,23.383602136,17.537701602,0,2.922950267,142.66722736,142.66722736,107.00042052,0,17.83340342,0.268131928,0.268131928,0.201098946,0,0.033516491,28.249962776,28.249962776,21.187472082,0,3.531245347
62.865864624,78.58233078,47.149398468,15.716466156,7.858233078,94.8,118.5,71.1,23.7,11.85,226.8,283.5,170.1,56.7,28.35,478.4,598,358.8,119.6,59.8,23.337005336,29.17125667,17.502754002,5.834251334,2.917125667,145.37201048,181.7150131,109.02900786,36.34300262,18.17150131,0.2544658,0.31808225,0.19084935,0.06361645,0.031808225,28.144414,35.1805175,21.1083105,7.0361035,3.51805175
78.56817793,62.854542344,47.140906758,0,7.856817793,118.5,94.8,71.1,0,11.85,283.5,226.8,170.1,0,28.35,598,478.4,358.8,0,59.8,28.96839796,23.174718368,17.381038776,0,2.896839796,176.5883615,141.2706892,105.9530169,0,17.65883615,0.32283879,0.258271032,0.193703274,0,0.032283879,35.40329104,28.322632832,21.241974624,0,3.540329104
70.776630234,110.096980364,47.184420156,0,7.864070026,106.65,165.9,71.1,0,11.85,255.15,396.9,170.1,0,28.35,538.2,837.2,358.8,0,59.8,26.343936396,40.979456616,17.562624264,0,2.927104044,158.30976375,246.2596325,105.5398425,0,17.58997375,0.272240388,0.423485048,0.181493592,0,0.030248932,31.471889868,48.956273128,20.981259912,0,3.496876652
47.26784283,157.5594761,47.26784283,0,0,71.1,237,71.1,0,0,170.1,567,170.1,0,0,358.8,1196,358.8,0,0,17.59835235,58.6611745,17.59835235,0,0,105.51025992,351.7008664,105.51025992,0,0,0.18708798,0.6236266,0.18708798,0,0,21.398503224,71.32834408,21.398503224,0,0
47.102507688,78.50417948,47.102507688,0,0,71.1,118.5,71.1,0,0,170.1,283.5,170.1,0,0,358.8,598,358.8,0,0,17.493152946,29.15525491,17.493152946,0,0,108.34890774,180.5815129,108.34890774,0,0,0.19233729,0.32056215,0.19233729,0,0,21.04757625,35.07929375,21.04757625,0,0
94.213640976,62.809093984,47.106820488,0,7.851136748,142.2,94.8,71.1,0,11.85,340.2,226.8,170.1,0,28.35,717.6,478.4,358.8,0,59.8,34.954585116,23.303056744,17.477292558,0,2.912882093,214.32119052,142.88079368,107.16059526,0,17.86009921,0.387589044,0.258392696,0.193794522,0,0.032299087,41.889876144,27.926584096,20.944938072,0,3.490823012
110.088470828,62.907697616,47.180773212,0,7.863462202,165.9,94.8,71.1,0,11.85,396.9,226.8,170.1,0,28.35,837.2,478.4,358.8,0,59.8,40.718824972,23.267899984,17.450924988,0,2.908487498,252.9737882,144.5564504,108.4173378,0,18.0695563,0.437368428,0.249924816,0.187443612,0,0.031240602,49.181743002,28.103853144,21.077889858,0,3.512981643
125.983103168,78.73943948,47.243663688,15.747887896,7.873943948,189.6,118.5,71.1,23.7,11.85,453.6,283.5,170.1,56.7,28.35,956.8,598,358.8,119.6,59.8,47.251653072,29.53228317,17.719369902,5.906456634,2.953228317,285.05200736,178.1575046,106.89450276,35.63150092,17.81575046,0.554957744,0.34684859,0.208109154,0.069369718,0.034684859,56.36694672,35.2293417,21.13760502,7.04586834,3.52293417
157.2172868,78.6086434,47.16518604,15.72172868,7.86086434,237,118.5,71.1,23.7,11.85,567,283.5,170.1,56.7,28.35,1196,598,358.8,119.6,59.8,58.31052622,29.15526311,17.493157866,5.831052622,2.915526311,354.758918,177.379459,106.4276754,35.4758918,17.7379459,0.6308322,0.3154161,0.18924966,0.06308322,0.03154161,71.04944848,35.52472424,21.314834544,7.104944848,3.552472424
141.81961482,63.03093992,47.27320494,0,7.87886749,213.3,94.8,71.1,0,11.85,510.3,226.8,170.1,0,28.35,1076.4,478.4,358.8,0,59.8,52.323014142,23.254672952,17.441004714,0,2.906834119,320.24871684,142.33276304,106.74957228,0,17.79159538,0.577156392,0.256513952,0.192385464,0,0.032064244,63.688035492,28.305793552,21.229345164,0,3.538224194
157.466674,62.9866696,47.2400022,0,7.8733337,237,94.8,71.1,0,11.85,567,226.8,170.1,0,28.35,1196,478.4,358.8,0,59.8,57.19683288,22.878733152,17.159049864,0,2.859841644,348.7074392,139.48297568,104.61223176,0,17.43537196,0.65299584,0.261198336,0.195898752,0,0.032649792,70.45698338,28.182793352,21.137095014,0,3.522849169
